,price,area,status,bhk,bathroom,location
858,55.05,1263,Ready to move,2,2.0,Padur
859,55.05,1263,Ready to move,2,2.0,Padur
860,71.08,1021,Under Construction,2,1.0,Pallavaram
861,94.51,1400,Under Construction,3,2.0,Pallavaram
862,73.82,1085,Under Construction,2,2.0,Pallavaram
863,73.82,1085,Under Construction,2,2.0,Pallavaram
864,73.82,1085,Under Construction,2,2.0,Pallavaram
865,73.82,1085,Under Construction,2,2.0,Pallavaram
866,73.82,1085,Under Construction,2,2.0,Pallavaram
867,71.08,1021,Under Construction,2,1.0,Pallavaram
868,71.08,1021,Under Construction,2,1.0,Pallavaram
869,108.0,1564,Under Construction,3,2.0,Pallavaram
870,108.0,1564,Under Construction,3,2.0,Pallavaram
871,94.51,1400,Under Construction,3,2.0,Pallavaram
872,94.51,1400,Under Construction,3,2.0,Pallavaram
873,54.03,837,Under Construction,2,2.0,Pallavaram
874,54.39,861,Under Construction,2,2.0,Pallavaram
875,49.44,777,Under Construction,2,2.0,Pallavaram
876,52.42,783,Under Construction,2,2.0,Pallavaram
877,54.57,864,Under Construction,2,2.0,Pallavaram
878,99.9,1350,Under Construction,3,3.0,Pallavaram
879,81.4,1122,Under Construction,2,2.0,Pallavaram
880,99.9,1350,Under Construction,3,3.0,Pallavaram
881,81.4,1122,Under Construction,2,2.0,Pallavaram
882,118.0,1600,Under Construction,3,3.0,Pallavaram
883,81.4,1122,Under Construction,2,2.0,Pallavaram
884,118.0,1600,Under Construction,3,3.0,Pallavaram
885,85.0,1300,Ready to move,2,2.0,Pallavaram
886,35.0,620,Ready to move,1,1.0,Pallikaranai
887,35.0,620,Ready to move,1,1.0,Pallikaranai
888,35.0,620,Ready to move,1,1.0,Pallikaranai
889,35.0,620,Ready to move,1,1.0,Pallikaranai
890,72.63,1243,Ready to move,1,2.0,Pallikaranai
891,35.0,620,Ready to move,1,1.0,Pallikaranai
892,51.46,919,Under Construction,2,2.0,Pammal
893,51.46,919,Under Construction,2,2.0,Pammal
894,66.99,1155,Under Construction,3,2.0,Pammal
895,49.88,860,Under Construction,2,2.0,Pammal
896,46.11,795,Under Construction,2,2.0,Pammal
897,48.88,873,Under Construction,2,2.0,Pammal
898,74.48,1330,Under Construction,3,2.0,Pammal
899,74.48,1330,Under Construction,3,2.0,Pammal
900,63.39,1132,Under Construction,3,2.0,Pammal
901,63.39,1132,Under Construction,3,2.0,Pammal
902,72.85,1301,Under Construction,3,2.0,Pammal
903,72.85,1301,Under Construction,3,2.0,Pammal
904,66.99,1155,Under Construction,3,2.0,Pammal
905,46.11,795,Under Construction,2,2.0,Pammal
906,49.88,860,Under Construction,2,2.0,Pammal
907,66.99,1155,Under Construction,3,2.0,Pammal
908,46.11,795,Under Construction,2,2.0,Pammal
909,66.99,1155,Under Construction,3,2.0,Pammal
910,49.88,860,Under Construction,2,2.0,Pammal
911,46.11,795,Under Construction,2,2.0,Pammal
912,67.62,1166,Under Construction,3,2.0,Pammal
913,49.88,860,Under Construction,2,2.0,Pammal
914,67.62,1166,Under Construction,3,2.0,Pammal
915,60.55,1044,Under Construction,3,2.0,Pammal
916,60.55,1044,Under Construction,3,2.0,Pammal
917,42.28,729,Under Construction,2,2.0,Pammal
918,60.55,1044,Under Construction,3,2.0,Pammal
919,42.28,729,Under Construction,2,2.0,Pammal
920,42.28,729,Under Construction,2,2.0,Pammal
921,77.02,1328,Under Construction,3,2.0,Pammal
922,77.02,1328,Under Construction,3,2.0,Pammal
923,57.59,993,Under Construction,3,2.0,Pammal
924,57.59,993,Under Construction,3,2.0,Pammal
925,61.88,1067,Under Construction,3,2.0,Pammal
926,61.88,1067,Under Construction,3,2.0,Pammal
927,47.27,815,Under Construction,2,2.0,Pammal
928,47.27,815,Under Construction,2,2.0,Pammal
929,48.21,928,Ready to move,2,2.0,Pammal
930,40.59,743,Ready to move,2,2.0,Pammal
931,22.99,430,Ready to move,1,2.0,Pammal
932,45.03,830,Ready to move,2,2.0,Pammal
933,35.32,652,Ready to move,2,2.0,Pammal
934,35.32,652,Ready to move,2,2.0,Pammal
935,66.05,1216,Ready to move,3,2.0,Pammal
936,66.05,1216,Ready to move,3,2.0,Pammal
937,42.3,791,Ready to move,2,2.0,Pammal
938,42.3,791,Ready to move,2,2.0,Pammal
939,39.19,729,Ready to move,2,2.0,Pammal
940,39.19,729,Ready to move,2,2.0,Pammal
941,53.54,976,Ready to move,2,2.0,Pammal
942,53.54,976,Ready to move,2,2.0,Pammal
943,45.72,859,Ready to move,2,2.0,Pammal
944,45.72,859,Ready to move,2,2.0,Pammal
945,28.43,546,Ready to move,1,2.0,Pammal
946,28.43,546,Ready to move,1,2.0,Pammal
947,43.41,813,Ready to move,2,2.0,Pammal
948,43.41,813,Ready to move,2,2.0,Pammal
949,52.36,952,Under Construction,2,2.0,Pammal
950,39.49,718,Under Construction,2,2.0,Pammal
951,35.86,652,Under Construction,2,2.0,Pammal
952,67.1,1220,Under Construction,3,2.0,Pammal
953,44.0,800,Under Construction,2,2.0,Pammal
954,56.02,1050,Under Construction,2,2.0,Pammal
955,46.84,905,Under Construction,2,2.0,Pammal
956,55.97,1049,Under Construction,2,2.0,Pammal
957,44.63,860,Under Construction,2,2.0,Pammal
958,45.37,875,Under Construction,2,2.0,Pammal
959,62.14,1170,Under Construction,3,2.0,Pammal
960,44.16,803,Ready to move,2,2.0,Pammal
961,41.58,756,Ready to move,1,2.0,Pammal
962,32.01,582,Ready to move,1,2.0,Pammal
963,30.5,620,Ready to move,2,2.0,Pammal
964,38.78,808,Ready to move,2,2.0,Pammal
965,25.68,535,Ready to move,1,1.0,Pammal
966,44.78,933,Ready to move,3,3.0,Pammal
967,42.18,868,Ready to move,2,2.0,Pammal
968,42.18,868,Ready to move,2,2.0,Pammal
969,42.18,868,Ready to move,2,2.0,Pammal
970,42.18,868,Ready to move,2,2.0,Pammal
971,42.18,868,Ready to move,2,2.0,Pammal
972,42.18,868,Ready to move,2,2.0,Pammal
973,42.18,868,Ready to move,2,2.0,Pammal
974,42.18,868,Ready to move,2,2.0,Pammal
975,42.18,868,Ready to move,2,2.0,Pammal
976,42.18,868,Ready to move,2,2.0,Pammal
977,42.18,868,Ready to move,2,2.0,Pammal
978,42.18,868,Ready to move,2,2.0,Pammal
979,42.18,868,Ready to move,2,2.0,Pammal
980,42.18,868,Ready to move,2,2.0,Pammal
981,42.18,868,Ready to move,2,2.0,Pammal
982,42.18,868,Ready to move,2,2.0,Pammal
983,42.18,868,Ready to move,2,2.0,Pammal
984,42.18,868,Ready to move,2,2.0,Pammal
985,42.18,868,Ready to move,2,2.0,Pammal
986,42.18,868,Ready to move,2,2.0,Pammal
987,42.18,868,Ready to move,2,2.0,Pammal
988,42.8,855,Ready to move,2,2.0,Pammal
989,90.0,1700,Under Construction,3,3.0,Pammal
990,72.0,1300,Ready to move,3,3.0,Pammal
991,90.0,1700,Under Construction,3,3.0,Pammal
992,35.0,953,Under Construction,2,2.0,Pattabiram
993,25.0,650,Ready to move,2,2.0,Pattabiram
994,25.0,650,Ready to move,2,2.0,Pattabiram
995,25.0,650,Ready to move,2,2.0,Pattabiram
996,57.0,1500,Ready to move,2,3.0,Peerakankaranai
997,48.0,1160,Ready to move,2,3.0,Peerakankaranai
998,56.0,1000,Ready to move,2,2.0,Perambur
999,370.0,3600,Ready to move,3,3.0,Periyar Nagar
1000,34.0,1150,Under Construction,2,2.0,Perumalpattu
1001,34.0,1150,Ready to move,2,2.0,Perumalpattu
1002,34.0,1151,Ready to move,2,2.0,Perumalpattu
1003,40.75,910,Under Construction,2,2.0,Perumbakkam
1004,47.04,920,Under Construction,2,2.0,Perumbakkam
1005,57.0,1240,Under Construction,2,2.0,Perumbakkam
1006,110.0,2320,Under Construction,4,2.0,Perumbakkam
1007,62.6,1360,Under Construction,3,2.0,Perumbakkam
1008,90.29,1962,Under Construction,3,3.0,Perumbakkam
1009,65.8,1535,Under Construction,3,2.0,Perumbakkam
1010,39.75,885,Under Construction,2,2.0,Perumbakkam
1011,70.4,1650,Under Construction,3,2.0,Perumbakkam
1012,56.98,1315,Under Construction,2,2.0,Perumbakkam
1013,47.68,1080,Under Construction,2,2.0,Perumbakkam
1014,51.44,973,Under Construction,2,2.0,Perumbakkam
1015,64.59,1244,Under Construction,3,3.0,Perumbakkam
1016,59.08,1143,Under Construction,3,3.0,Perumbakkam
1017,64.59,1244,Under Construction,3,3.0,Perumbakkam
1018,64.59,1244,Under Construction,3,3.0,Perumbakkam
1019,59.08,1143,Under Construction,3,3.0,Perumbakkam
1020,59.08,1143,Under Construction,3,3.0,Perumbakkam
1021,59.41,1150,Under Construction,3,3.0,Perumbakkam
1022,59.41,1150,Under Construction,3,3.0,Perumbakkam
1023,64.02,1246,Under Construction,3,3.0,Perumbakkam
1024,64.02,1246,Under Construction,3,3.0,Perumbakkam
1025,58.77,1124,Under Construction,3,3.0,Perumbakkam
1026,58.77,1124,Under Construction,3,3.0,Perumbakkam
1027,45.0,909,Ready to move,2,2.0,Perumbakkam
1028,41.78,1045,Under Construction,2,2.0,Perumbakkam
1029,62.98,1575,Under Construction,3,2.0,Perumbakkam
1030,63.18,1580,Under Construction,3,2.0,Perumbakkam
1031,42.18,1055,Under Construction,2,2.0,Perumbakkam
1032,64.38,1610,Under Construction,3,2.0,Perumbakkam
1033,60.58,1515,Under Construction,3,2.0,Perumbakkam
1034,60.78,1520,Under Construction,3,2.0,Perumbakkam
1035,54.98,1375,Under Construction,2,2.0,Perumbakkam
1036,40.58,1015,Under Construction,2,2.0,Perumbakkam
1037,53.58,1340,Under Construction,2,2.0,Perumbakkam
1038,64.0,1238,Ready to move,3,2.0,Perumbakkam
1039,41.52,865,Under Construction,2,2.0,Perumbakkam
1040,39.75,885,Under Construction,2,2.0,Perumbakkam
1041,65.8,1535,Under Construction,3,3.0,Perumbakkam
1042,39.4,788,Ready to move,2,2.0,Perumbakkam
1043,54.55,1091,Ready to move,3,3.0,Perumbakkam
1044,48.85,977,Ready to move,2,2.0,Perumbakkam
1045,70.6,1400,Ready to move,3,3.0,Perumbakkam
1046,43.15,863,Ready to move,2,2.0,Perumbakkam
1047,95.0,1900,Ready to move,3,3.0,Perumbakkam
1048,85.0,1800,Ready to move,3,3.0,Perumbakkam
1049,37.7,903,Under Construction,2,2.0,Perungalathur
1050,44.0,1054,Under Construction,2,2.0,Perungalathur
1051,40.53,971,Under Construction,2,2.0,Perungalathur
1052,51.01,1222,Under Construction,3,2.0,Perungalathur
1053,33.19,795,Under Construction,2,2.0,Perungalathur
1054,48.26,1156,Under Construction,2,2.0,Perungalathur
1055,36.11,865,Under Construction,2,2.0,Perungalathur
1056,37.4,896,Under Construction,2,2.0,Perungalathur
1057,39.78,953,Under Construction,2,2.0,Perungalathur
1058,32.81,786,Under Construction,2,2.0,Perungalathur
1059,47.76,1144,Under Construction,3,2.0,Perungalathur
1060,36.9,884,Under Construction,2,2.0,Perungalathur
1061,35.77,857,Under Construction,2,2.0,Perungalathur
1062,32.94,789,Under Construction,2,2.0,Perungalathur
1063,32.73,784,Under Construction,2,2.0,Perungalathur
1064,32.69,783,Under Construction,2,2.0,Perungalathur
1065,47.26,1132,Under Construction,3,2.0,Perungalathur
1066,33.94,813,Under Construction,2,2.0,Perungalathur
1067,28.0,502,Ready to move,1,1.0,Perungalathur
1068,96.0,1900,Under Construction,3,3.0,Perungalathur
1069,60.0,1400,Ready to move,3,3.0,Perungalathur
1070,77.0,1400,Ready to move,3,3.0,Perungalathur
1071,65.0,1250,Ready to move,3,3.0,Perungalathur
1072,77.0,1400,Ready to move,3,3.0,Perungalathur
1073,62.0,1030,Ready to move,3,2.0,Perungalathur
1074,62.0,1030,Ready to move,3,2.0,Perungalathur
1075,62.0,1030,Ready to move,3,2.0,Perungalathur
1076,62.0,1030,Ready to move,3,2.0,Perungalathur
1077,62.0,1030,Ready to move,3,2.0,Perungalathur
1078,62.0,1030,Ready to move,3,2.0,Perungalathur
1079,62.0,1030,Ready to move,3,2.0,Perungalathur
1080,62.0,1030,Ready to move,3,2.0,Perungalathur
1081,62.0,1030,Ready to move,3,2.0,Perungalathur
1082,62.0,1030,Ready to move,3,2.0,Perungalathur
1083,62.0,1030,Ready to move,3,2.0,Perungalathur
1084,62.0,1030,Ready to move,3,2.0,Perungalathur
1085,62.0,1030,Ready to move,3,2.0,Perungalathur
1086,62.0,1030,Ready to move,3,2.0,Perungalathur
1087,62.0,1030,Ready to move,3,2.0,Perungalathur
1088,62.0,1030,Ready to move,3,2.0,Perungalathur
1089,62.0,1030,Ready to move,3,2.0,Perungalathur
1090,58.0,1030,Ready to move,3,2.0,Perungalathur
1091,69.6,1200,Ready to move,3,3.0,Perungalathur
1092,60.32,1040,Ready to move,2,2.0,Perungalathur
1093,54.17,934,Ready to move,2,2.0,Perungalathur
1094,51.56,889,Ready to move,2,2.0,Perungalathur
1095,53.0,974,Under Construction,2,2.0,Perungalathur
1096,66.0,1366,Under Construction,3,2.0,Perungalathur
1097,131.0,1556,Under Construction,2,2.0,Perungudi
1098,251.0,2550,Under Construction,3,2.0,Perungudi
1099,226.0,2288,Under Construction,3,2.0,Perungudi
1100,306.0,3096,Under Construction,4,2.0,Perungudi
1101,223.0,2256,Under Construction,3,2.0,Perungudi
1102,172.0,2030,Under Construction,3,2.0,Perungudi
1103,192.0,2269,Under Construction,3,2.0,Perungudi
1104,124.0,1477,Under Construction,2,2.0,Perungudi
1105,147.0,1734,Under Construction,3,2.0,Perungudi
1106,113.0,1343,Under Construction,2,2.0,Perungudi
1107,169.0,2004,Under Construction,3,2.0,Perungudi
1108,321.0,3252,Under Construction,4,2.0,Perungudi
1109,187.0,2223,Under Construction,3,2.0,Perungudi
1110,190.0,2242,Under Construction,3,2.0,Perungudi
1111,190.0,2238,Under Construction,3,2.0,Perungudi
1112,169.0,1989,Under Construction,3,2.0,Perungudi
1113,147.0,1723,Under Construction,3,2.0,Perungudi
1114,146.0,1730,Under Construction,3,2.0,Perungudi
1115,156.0,1836,Under Construction,3,2.0,Perungudi
1116,111.0,1311,Under Construction,2,2.0,Perungudi
1117,131.0,1561,Under Construction,2,2.0,Perungudi
1118,240.0,2429,Under Construction,3,2.0,Perungudi
1119,110.0,1317,Under Construction,2,2.0,Perungudi
1120,111.0,1313,Under Construction,2,2.0,Perungudi
1121,178.0,2113,Under Construction,3,2.0,Perungudi
1122,134.0,1583,Under Construction,2,2.0,Perungudi
1123,133.0,1577,Under Construction,2,2.0,Perungudi
1124,133.0,1580,Under Construction,2,2.0,Perungudi
1125,236.0,2398,Under Construction,3,2.0,Perungudi
1126,316.0,3210,Under Construction,4,2.0,Perungudi
1127,163.0,1941,Under Construction,3,2.0,Perungudi
1128,178.0,2111,Under Construction,3,2.0,Perungudi
1129,178.0,2109,Under Construction,3,2.0,Perungudi
1130,165.0,1944,Under Construction,3,2.0,Perungudi
1131,118.0,1394,Under Construction,2,2.0,Perungudi
1132,117.0,1392,Under Construction,2,2.0,Perungudi
1133,174.0,2060,Under Construction,3,2.0,Perungudi
1134,175.0,2063,Under Construction,3,2.0,Perungudi
1135,118.0,1398,Under Construction,2,2.0,Perungudi
1136,175.0,2073,Under Construction,3,2.0,Perungudi
1137,137.0,1485,Ready to move,3,3.0,Perungudi
1138,137.0,1638,Under Construction,3,3.0,Perungudi
1139,101.0,1188,Under Construction,2,2.0,Perungudi
1140,51.37,598,Under Construction,1,1.0,Perungudi
1141,138.0,1380,Ready to move,3,3.0,Perungudi
1142,120.0,1200,Ready to move,3,3.0,Perungudi
1143,120.0,1200,Ready to move,3,3.0,Perungudi
1144,130.0,1308,Ready to move,3,3.0,Perungudi
1145,125.0,1250,Ready to move,3,3.0,Perungudi
1146,104.0,1044,Ready to move,2,2.0,Perungudi
1147,106.0,1060,Ready to move,2,2.0,Perungudi
1148,106.0,1062,Ready to move,2,2.0,Perungudi
1149,137.0,1370,Ready to move,3,3.0,Perungudi
1150,126.0,1264,Ready to move,3,3.0,Perungudi
1151,106.0,1065,Ready to move,2,2.0,Perungudi
1152,106.0,1060,Ready to move,2,2.0,Perungudi
1153,137.0,1370,Ready to move,3,3.0,Perungudi
1154,130.0,1308,Ready to move,3,3.0,Perungudi
1155,130.0,1308,Ready to move,3,3.0,Perungudi
1156,120.0,1200,Ready to move,3,3.0,Perungudi
1157,104.0,1044,Ready to move,2,2.0,Perungudi
1158,120.0,1200,Ready to move,3,3.0,Perungudi
1159,138.0,1380,Ready to move,3,3.0,Perungudi
1160,126.0,1264,Ready to move,3,3.0,Perungudi
1161,125.0,1250,Ready to move,3,3.0,Perungudi
1162,125.0,1250,Ready to move,3,3.0,Perungudi
1163,137.0,1370,Ready to move,3,3.0,Perungudi
1164,138.0,1380,Ready to move,3,3.0,Perungudi
1165,130.0,1308,Ready to move,3,3.0,Perungudi
1166,88.39,1637,Ready to move,3,2.0,Poonamallee
1167,79.54,1473,Ready to move,3,2.0,Poonamallee
1168,54.1,1002,Ready to move,2,2.0,Poonamallee
1169,76.57,1418,Ready to move,3,2.0,Poonamallee
1170,79.54,1473,Ready to move,3,2.0,Poonamallee
1171,54.1,1002,Ready to move,2,2.0,Poonamallee
1172,76.57,1418,Ready to move,3,2.0,Poonamallee
1173,52.43,971,Ready to move,2,2.0,Poonamallee
1174,76.68,1420,Ready to move,3,3.0,Poonamallee
1175,53.89,998,Ready to move,2,2.0,Poonamallee
1176,53.83,997,Ready to move,2,2.0,Poonamallee
1177,88.23,1634,Ready to move,3,3.0,Poonamallee
1178,53.83,997,Ready to move,2,2.0,Poonamallee
1179,72.0,1500,Ready to move,3,3.0,Poonamallee
1180,80.0,1700,Ready to move,3,3.0,Poonamallee
1181,69.47,965,Under Construction,2,2.0,Porur
1182,78.71,1212,Under Construction,2,2.0,Porur
1183,66.44,923,Under Construction,2,2.0,Porur
1184,92.65,1287,Under Construction,3,2.0,Porur
1185,78.1,1085,Under Construction,3,3.0,Porur
1186,73.93,1027,Under Construction,2,2.0,Porur
1187,69.9,971,Under Construction,2,2.0,Porur
1188,69.54,966,Under Construction,2,2.0,Porur
1189,80.47,1239,Under Construction,3,2.0,Porur
1190,62.09,956,Under Construction,2,2.0,Porur
1191,81.31,1252,Under Construction,3,2.0,Porur
1192,81.05,1248,Under Construction,2,2.0,Porur
1193,61.37,945,Under Construction,2,2.0,Porur
1194,70.99,1093,Under Construction,2,2.0,Porur
1195,61.18,942,Under Construction,2,2.0,Porur
1196,79.43,1223,Under Construction,2,2.0,Porur
1197,84.17,1296,Under Construction,3,2.0,Porur
1198,85.0,1071,Ready to move,2,2.0,Porur
1199,85.0,1071,Ready to move,2,2.0,Porur
1200,69.47,965,Under Construction,2,2.0,Porur
1201,66.44,923,Under Construction,2,2.0,Porur
1202,92.65,1287,Under Construction,3,2.0,Porur
1203,78.1,1085,Under Construction,3,3.0,Porur
1204,73.93,1027,Under Construction,2,2.0,Porur
1205,69.9,971,Under Construction,2,2.0,Porur
1206,69.54,966,Under Construction,2,2.0,Porur
1207,66.0,950,Under Construction,2,2.0,Porur
1208,64.0,959,Under Construction,2,2.0,Porur
1209,76.0,1085,Under Construction,3,3.0,Porur
1210,40.08,835,Ready to move,2,2.0,Pozhichalur
1211,40.22,838,Ready to move,2,2.0,Pozhichalur
1212,32.3,673,Ready to move,2,2.0,Pozhichalur
1213,24.09,502,Under Construction,1,2.0,Pozhichalur
1214,33.93,707,Under Construction,2,2.0,Pozhichalur
1215,22.84,476,Under Construction,1,2.0,Pozhichalur
1216,35.85,747,Under Construction,2,2.0,Pozhichalur
1217,50.49,1020,Under Construction,3,2.0,Pozhichalur
1218,29.7,600,Under Construction,1,2.0,Pozhichalur
1219,40.34,815,Under Construction,2,2.0,Pozhichalur
1220,46.03,930,Under Construction,2,2.0,Pozhichalur
1221,49.5,1000,Under Construction,3,2.0,Pozhichalur
1222,34.15,690,Under Construction,2,2.0,Pozhichalur
1223,48.26,975,Under Construction,2,2.0,Pozhichalur
1224,39.6,800,Under Construction,2,2.0,Pozhichalur
1225,66.8,1380,Ready to move,3,2.0,Pudupakkam
1226,76.0,1460,Ready to move,3,2.0,Pudupakkam
1227,103.0,1993,Ready to move,3,2.0,Pudupakkam
1228,103.0,1993,Ready to move,3,2.0,Pudupakkam
1229,72.0,1370,Ready to move,3,2.0,Pudupakkam
1230,240.0,2028,Ready to move,3,3.0,Purasaiwakkam
1231,250.0,1942,Ready to move,3,3.0,Purasawalkam
1232,37.34,770,Under Construction,2,2.0,Ragavendra Colony
1233,41.12,848,Under Construction,2,2.0,Ragavendra Colony
1234,37.34,770,Under Construction,2,2.0,Ragavendra Colony
1235,41.12,848,Under Construction,2,2.0,Ragavendra Colony
1236,210.0,1400,Ready to move,1,2.0,Raja Annamalai Puram
1237,525.0,3170,Ready to move,3,4.0,Raja Annamalai Puram
1238,43.0,799,Ready to move,2,2.0,Rajakilpakkam
1239,95.0,1700,Ready to move,3,3.0,Rajakilpakkam
1240,78.4,1400,Ready to move,3,3.0,Rajakilpakkam
1241,72.8,1300,Ready to move,3,3.0,Rajakilpakkam
1242,66.58,1189,Ready to move,3,3.0,Rajakilpakkam
1243,57.34,1024,Ready to move,2,2.0,Rajakilpakkam
1244,53.98,964,Ready to move,2,2.0,Rajakilpakkam
1245,46.25,826,Ready to move,2,2.0,Rajakilpakkam
1246,43.96,785,Ready to move,2,2.0,Rajakilpakkam
1247,63.45,1269,Ready to move,3,3.0,Rajakilpakkam
1248,59.2,1184,Ready to move,3,3.0,Rajakilpakkam
1249,55.0,1100,Ready to move,3,3.0,Rajakilpakkam
1250,48.2,964,Ready to move,2,2.0,Rajakilpakkam
1251,45.0,900,Ready to move,2,2.0,Rajakilpakkam
1252,40.6,812,Ready to move,2,2.0,Rajakilpakkam
1253,47.02,825,Ready to move,2,2.0,Ramapuram
1254,47.02,825,Ready to move,2,2.0,Ramapuram
1255,47.02,825,Ready to move,2,2.0,Ramapuram
1256,76.5,1150,Ready to move,2,2.0,Ramapuram
1257,79.8,1400,Ready to move,3,3.0,Ramavaram
1258,58.0,1250,Ready to move,2,3.0,Rathinamangalam
1259,168.0,994,Under Construction,2,2.0,Royapettah
1260,168.0,994,Ready to move,2,2.0,Royapettah
1261,230.0,1440,Ready to move,3,3.0,Royapettah
1262,385.0,2336,Ready to move,3,3.0,Royapettah
1263,903.0,4200,Ready to move,3,2.0,Royapettah
1264,636.0,2961,Ready to move,3,2.0,Royapettah
1265,635.0,2958,Ready to move,3,2.0,Royapettah
1266,636.0,2960,Ready to move,4,2.0,Royapettah
1267,635.0,2957,Ready to move,4,2.0,Royapettah
1268,1397.0,6500,Ready to move,5,2.0,Royapettah
1269,645.0,3000,Ready to move,3,2.0,Royapettah
1270,838.0,3899,Ready to move,3,2.0,Royapettah
1271,674.0,3135,Ready to move,3,3.0,Royapettah
1272,114.0,600,Ready to move,1,2.0,Royapettah
1273,636.0,2959,Ready to move,4,2.0,Royapettah
1274,832.0,3874,Ready to move,3,2.0,Royapettah
1275,1397.0,6498,Ready to move,5,2.0,Royapettah
1276,817.0,3800,Ready to move,3,2.0,Royapettah
1277,1422.0,6617,Ready to move,5,2.0,Royapettah
1278,674.0,3139,Ready to move,4,2.0,Royapettah
1279,138.0,1340,Under Construction,3,2.0,Saidapet
1280,121.0,1175,Under Construction,3,2.0,Saidapet
1281,141.0,1375,Under Construction,3,2.0,Saidapet
1282,159.0,1550,Under Construction,3,2.0,Saidapet
1283,160.0,1555,Under Construction,3,2.0,Saidapet
1284,157.0,1525,Under Construction,3,2.0,Saidapet
1285,146.0,1425,Under Construction,3,2.0,Saidapet
1286,160.0,1560,Under Construction,3,2.0,Saidapet
1287,108.0,1065,Ready to move,2,2.0,Saligramam
1288,108.0,1065,Ready to move,2,2.0,Saligramam
1289,108.0,1065,Ready to move,2,2.0,Saligramam
1290,101.0,1760,Under Construction,3,2.0,Selaiyur
1291,175.0,2544,Under Construction,4,2.0,Selaiyur
1292,67.32,1030,Ready to move,2,2.0,Selaiyur
1293,67.32,1030,Ready to move,2,2.0,Selaiyur
1294,79.71,1226,Ready to move,3,2.0,Selaiyur
1295,79.71,1226,Ready to move,3,2.0,Selaiyur
1296,67.32,1030,Ready to move,2,2.0,Selaiyur
1297,67.32,1030,Ready to move,2,2.0,Selaiyur
1298,79.71,1226,Ready to move,3,2.0,Selaiyur
1299,79.71,1226,Ready to move,3,2.0,Selaiyur
1300,53.85,1122,Ready to move,3,3.0,Selaiyur
1301,43.48,906,Ready to move,2,2.0,Selaiyur
1302,40.27,839,Ready to move,2,2.0,Selaiyur
1303,100.0,2100,Ready to move,3,3.0,Selaiyur
1304,95.0,2000,Ready to move,3,3.0,Selaiyur
1305,90.0,1900,Ready to move,3,3.0,Selaiyur
1306,85.0,1800,Ready to move,3,3.0,Selaiyur
1307,80.0,1700,Ready to move,3,3.0,Selaiyur
1308,90.0,1667,Ready to move,3,3.0,Selaiyur
1309,100.0,2100,Ready to move,3,3.0,Selaiyur
1310,95.0,2000,Ready to move,3,3.0,Selaiyur
1311,85.0,1583,Ready to move,3,3.0,Selaiyur
1312,90.0,1900,Ready to move,3,3.0,Selaiyur
1313,100.0,1874,Ready to move,3,3.0,Selaiyur
1314,85.0,1800,Ready to move,3,3.0,Selaiyur
1315,80.0,1700,Ready to move,3,3.0,Selaiyur
1316,94.0,1793,Ready to move,3,3.0,Selaiyur
1317,100.0,2000,Ready to move,3,3.0,Selaiyur
1318,90.0,1674,Ready to move,3,3.0,Selaiyur
1319,95.0,1800,Ready to move,3,3.0,Selaiyur
1320,90.0,1740,Ready to move,3,3.0,Selaiyur
1321,84.0,1600,Ready to move,3,3.0,Selaiyur
1322,85.0,1664,Ready to move,3,3.0,Selaiyur
1323,110.0,2000,Ready to move,3,3.0,Selaiyur
1324,100.0,1839,Ready to move,3,3.0,Selaiyur
1325,95.0,1741,Ready to move,3,3.0,Selaiyur
1326,48.87,905,Ready to move,2,2.0,Selaiyur
1327,46.54,862,Ready to move,2,2.0,Selaiyur
1328,41.52,769,Ready to move,2,2.0,Selaiyur
1329,39.26,818,Ready to move,2,2.0,Selaiyur
1330,73.6,1269,Ready to move,3,3.0,Selaiyur
1331,69.07,1191,Ready to move,3,3.0,Selaiyur
1332,62.06,1070,Ready to move,2,2.0,Selaiyur
1333,57.71,995,Ready to move,2,2.0,Selaiyur
1334,55.85,963,Ready to move,2,2.0,Selaiyur
1335,51.85,894,Ready to move,2,2.0,Selaiyur
1336,47.56,820,Ready to move,2,2.0,Selaiyur
1337,59.83,1108,Ready to move,3,3.0,Selaiyur
1338,58.96,1092,Ready to move,3,3.0,Selaiyur
1339,28.35,525,Ready to move,1,1.0,Selaiyur
1340,72.0,1218,Under Construction,3,3.0,Sembakkam
1341,52.5,960,Ready to move,2,2.0,Sembakkam
1342,44.0,800,Ready to move,2,2.0,Sembakkam
1343,27.5,586,Ready to move,1,1.0,Sembakkam
1344,28.0,586,Ready to move,1,1.0,Sembakkam
1345,28.0,586,Ready to move,1,1.0,Sembakkam
1346,28.0,586,Ready to move,1,1.0,Sembakkam
1347,28.0,586,Ready to move,1,1.0,Sembakkam
1348,28.0,586,Ready to move,1,1.0,Sembakkam
1349,28.0,586,Ready to move,1,1.0,Sembakkam
1350,28.0,586,Ready to move,1,1.0,Sembakkam
1351,28.0,586,Ready to move,1,1.0,Sembakkam
1352,28.0,586,Ready to move,1,1.0,Sembakkam
1353,28.0,586,Ready to move,1,1.0,Sembakkam
1354,28.0,586,Ready to move,1,1.0,Sembakkam
1355,28.0,586,Ready to move,1,1.0,Sembakkam
1356,28.0,586,Ready to move,1,1.0,Sembakkam
1357,28.0,586,Ready to move,1,1.0,Sembakkam
1358,36.0,809,Ready to move,2,2.0,Sembakkam
