,price,area,status,bhk,bathroom,location
1833,18.0,599,Ready to move,1,2.0,Veppampattu
1834,25.0,749,Ready to move,2,2.0,Veppampattu
1835,25.0,755,Ready to move,2,2.0,Veppampattu
1836,28.9,920,Ready to move,2,2.0,Veppampattu
1837,31.25,950,Ready to move,2,2.0,Veppampattu
1838,25.0,755,Ready to move,2,2.0,Veppampattu
1839,28.9,920,Ready to move,2,2.0,Veppampattu
1840,31.25,950,Ready to move,2,2.0,Veppampattu
1841,22.25,603,Ready to move,1,2.0,Veppampattu
1842,34.5,1050,Ready to move,2,2.0,Veppampattu
1843,27.0,812,Ready to move,2,2.0,Veppampattu
1844,18.99,611,Ready to move,1,2.0,Veppampattu
1845,26.8,700,Ready to move,2,2.0,Veppampattu
1846,22.8,600,Ready to move,2,2.0,Veppampattu
1847,26.75,700,Ready to move,2,2.0,Veppampattu
1848,19.38,510,Ready to move,1,2.0,Veppampattu
1849,38.0,1000,Ready to move,2,2.0,Veppampattu
1850,22.8,600,Ready to move,1,2.0,Veppampattu
1851,20.9,550,Ready to move,1,2.0,Veppampattu
1852,30.4,800,Ready to move,2,2.0,Veppampattu
1853,24.7,650,Ready to move,2,2.0,Veppampattu
1854,45.6,1200,Ready to move,2,2.0,Veppampattu
1855,23.94,630,Ready to move,1,2.0,Veppampattu
1856,27.5,800,Ready to move,2,2.0,Veppampattu
1857,27.5,800,Ready to move,2,2.0,Veppampattu
1858,29.5,800,Ready to move,2,2.0,Veppampattu
1859,30.0,800,Ready to move,2,2.0,Veppampattu
1860,27.5,750,Ready to move,2,2.0,Veppampattu
1861,27.0,800,Ready to move,2,2.0,Veppampattu
1862,27.5,750,Ready to move,2,2.0,Veppampattu
1863,27.5,750,Ready to move,2,2.0,Veppampattu
1864,30.0,800,Ready to move,2,2.0,Veppampattu
1865,31.5,850,Ready to move,2,2.0,Veppampattu
1866,34.0,900,Ready to move,2,2.0,Veppampattu
1867,188.0,2221,Under Construction,3,3.0,Virugambakkam
1868,188.0,2221,Under Construction,3,3.0,Virugambakkam
1869,188.0,2221,Under Construction,3,3.0,Virugambakkam
1870,188.0,2221,Under Construction,3,3.0,Virugambakkam
1871,98.0,1253,Ready to move,3,2.0,Virugambakkam
1872,83.0,997,Ready to move,2,2.0,Virugambakkam
1873,100.0,1343,Ready to move,2,1.0,Virugambakkam
1874,398.0,2650,Ready to move,5,5.0,West Mambalam
1875,398.0,2650,Ready to move,5,5.0,West Mambalam
1876,398.0,2650,Ready to move,5,5.0,West Mambalam
1877,398.0,2650,Ready to move,5,5.0,West Mambalam
1878,398.0,2650,Ready to move,5,5.0,West Mambalam
1879,398.0,2650,Ready to move,5,5.0,West Mambalam
1880,398.0,2650,Ready to move,5,5.0,West Mambalam
1881,398.0,2650,Ready to move,5,5.0,West Mambalam
1882,398.0,2650,Ready to move,5,5.0,West Mambalam
1883,398.0,2650,Ready to move,5,5.0,West Mambalam
1884,398.0,2650,Ready to move,5,5.0,West Mambalam
1885,398.0,2650,Ready to move,5,5.0,West Mambalam
1886,398.0,2650,Ready to move,5,5.0,West Mambalam
1887,398.0,2650,Ready to move,5,5.0,West Mambalam
1888,398.0,2650,Ready to move,5,5.0,West Mambalam
1889,398.0,2650,Ready to move,5,5.0,West Mambalam
1890,398.0,2650,Ready to move,5,5.0,West Mambalam
1891,398.0,2650,Ready to move,5,5.0,West Mambalam
1892,398.0,2650,Ready to move,5,5.0,West Mambalam
1893,398.0,2650,Ready to move,5,5.0,West Mambalam
1894,398.0,2650,Ready to move,5,5.0,West Mambalam
1895,398.0,2650,Ready to move,5,5.0,West Mambalam
1896,398.0,2650,Ready to move,5,5.0,West Mambalam
1897,398.0,2650,Ready to move,5,5.0,West Mambalam
1898,398.0,2650,Ready to move,5,5.0,West Mambalam
1899,398.0,2650,Ready to move,5,5.0,West Mambalam
1900,398.0,2650,Ready to move,5,5.0,West Mambalam
1901,398.0,2650,Ready to move,5,5.0,West Mambalam
1902,398.0,2650,Ready to move,5,5.0,West Mambalam
1903,398.0,2650,Ready to move,5,5.0,West Mambalam
1904,398.0,2650,Ready to move,5,5.0,West Mambalam
1905,398.0,2650,Ready to move,5,5.0,West Mambalam
1906,398.0,2650,Ready to move,5,5.0,West Mambalam
1907,398.0,2650,Ready to move,5,5.0,West Mambalam
1908,398.0,2650,Ready to move,5,5.0,West Mambalam
1909,398.0,2650,Ready to move,5,5.0,West Mambalam
1910,398.0,2650,Ready to move,5,5.0,West Mambalam
1911,398.0,2650,Ready to move,5,5.0,West Mambalam
1912,398.0,2650,Ready to move,5,5.0,West Mambalam
1913,398.0,2650,Ready to move,5,5.0,West Mambalam
1914,398.0,2650,Ready to move,5,5.0,West Mambalam
1915,49.5,900,Under Construction,2,2.0,West Tambaram
1916,64.9,1180,Under Construction,3,2.0,West Tambaram
1917,56.1,1020,Under Construction,3,2.0,West Tambaram
1918,51.15,930,Under Construction,2,2.0,West Tambaram
1919,95.0,1800,Ready to move,3,3.0,tambaram west
1920,90.0,1700,Ready to move,3,3.0,tambaram west
1921,85.0,1621,Ready to move,3,3.0,tambaram west
1922,66.08,1180,Ready to move,3,3.0,tambaram west
1923,57.12,1020,Ready to move,2,2.0,tambaram west
1924,52.08,930,Ready to move,2,2.0,tambaram west
1925,50.4,900,Ready to move,2,2.0,tambaram west
